angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000.1,_DEJ2000.1,Source,RAJ2000,DEJ2000,GDR2,Perm,f_Per,Outbst?,magRange,Plx.1,Dist,gmagq,gMAG,FFUV,FNUV,uSmag,gSmag,rSmag,iSmag,zSmag,SimbadName,Type
0.123562,287.0711239967201,39.6767679093204,2100480767163455360,287.07112399672,39.67676790932,70.66643491960289,13.934909721506584,1.0232346346401415,6.27465910273283,16.224783,-0.017782211,-0.0066090653843522,-7.237296866421783,-5.254597021294678,0.9789054,10.98236210613376,1,0,287.07112399672,39.67676790932,287.0711667,39.6767778,SDSS J1908+3940,19 08 17.08,+39 40 36.4,2100480767163455360,18.1,orb,N,16.1,0.954,1044.0,16.16,5.5,,,16.14,16.11,16.31,16.51,16.7,SDSS J190817.07+394036.4,AMCVNs
0.144239,190.2417671993464,-1.9886984136143,3683277061567168000,190.24176719935,-1.98869841361,297.5678328312033,60.773950196232,1.519741437356682,,19.570974,0.0566864,,-3.5010104188165205,-7.7371558930540285,0.9933171,14.216123431486864,0,1,190.24176719935,-1.98869841361,190.2417917,-1.9886667,SDSS J1240-0159,12 40 58.03,-01 59 19.2,3683277061567168000,37.4,orb,Y,16.8   - 19.8,1.857,577.0,19.55,10.7,,,19.53,19.56,19.76,19.94,20.16,SDSS J124058.03-015919.2,AMCVNs
0.574446,188.7277695061278,37.6289776437566,1519860699806445184,188.72776950613,37.62897764376,140.2335010056368,78.93817532286438,3.3106222901474616,6.658811403348077,14.059263,-0.28297424,0.009962143962686,30.868870531897254,12.431062978347123,1.0721161,11.670042484558737,1,0,188.72776950613,37.62897764376,188.7275833,37.6289167,AM CVn,12 34 54.62,+37 37 44.1,1519860699806445184,17.1,orb,N,14.2,3.351,299.1,14.26,6.81,0.0154,0.01,13.66,14.23,14.25,17.96,14.8,HZ 29,AMCVNs
0.488464,233.9710000378098,-14.2201167312705,6265476408553544320,233.97100003781,-14.22011673127,352.055874811945,32.54673416549443,3.567433049494912,6.3648789799934775,13.6031,-0.15307903,0.0051918319460653,-28.619027102541217,-12.814774532899095,1.1131917,11.084778649197998,1,0,233.97100003781,-14.22011673127,233.971125,-14.2200556,HP Lib,15 35 53.07,-14 13 12.2,6265476408553544320,18.4,orb,N,13.6   - 13.7,3.62,276.0,13.6,5.91,0.0129,1.33e-05,,,,,,EC 15330-1403,AMCVNs
0.240429,30.2177289901999,-9.4088039529476,2462596293177188480,30.2177289902,-9.40880395295,168.9685610338235,-65.86319066524945,0.5606060382641925,5.542403083380727,16.799114,-0.29599,0.0197718837246123,17.668346314497832,-3.155917236858101,0.98304373,13.069193150490662,1,0,30.2177289902,-9.40880395295,30.2176667,-9.4087778,ES Cet,02 00 52.24,-09 24 31.6,2462596293177188480,10.4,orb,N,16.5   - 16.8,0.596,1584.0,16.66,5.6,0.00247,0.00183,16.31,16.66,16.99,17.25,17.53,KUV 01584-0939,AMCVNs
