angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000,_DEJ2000,P-M-F,SDSSJ,SNg,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,E(B-V),PM,GLON,GLAT,Type,Sp,_RA,_DE
0.036658,38.7938850488872,-7.708164573054,5177405955172306304,38.79388504889,-7.70816457305,179.41975531307014,-58.68139079185554,0.15378833847747828,,15.454684,0.005135536,,12.716552987560444,-2.1504155100220803,1.0135853,11.007143384637999,0,1,38.79388504889,-7.70816457305,38.793875,-7.7081667,0455-51909-0421,023510.53-074229.43,55,16.386,0.015,15.358,0.021,15.586,0.016,15.787,0.01,15.928,0.015,0.03,15.1,179.4,-58.7,sdA,Sp,38.79387,-7.70817
0.207400,230.8866496091436,35.5435878255028,1375081784665146496,230.88664960914,35.5435878255,57.116467776528594,56.6687337624683,0.38784430829590055,4.587131716771825,16.643845,-0.3715992,0.009003647475872345,-19.8915388701098,-14.129725767811118,0.9834395,13.580725231974586,1,0,230.88664960914,35.5435878255,230.8867083,35.5435556,4978-56036-0412,152332.81+353236.87,42,16.053,0.016,16.428,0.02,16.879,0.014,17.179,0.015,17.438,0.019,0.015,28.0,57.1,56.7,sdOB,Sp,230.88671,35.54356
0.175662,228.1827485155019,58.1765717462137,1614634302858334720,228.1827485155,58.17657174621,94.36780193483223,50.384161288514214,0.801495980364424,,19.286343,-0.45892715,,0.01594404962246254,4.6405627868527075,1.1001134,12.619208709341478,0,1,228.1827485155,58.17657174621,228.1827083,58.1765278,6790-56430-0497,151243.85+581035.58,10,18.764,0.015,19.558,0.017,19.558,0.017,19.887,0.025,20.22,0.116,0.016,8.0,94.4,50.4,DA,Sp,228.18271,58.17653
0.185564,213.5583342076453,56.4096569678783,1609933345189538944,213.55833420765,56.40965696788,101.77877238675643,57.18714042485067,1.086930876015358,,19.583609,-0.40619278,,2.600171378257991,3.0857875624533224,1.0290384,12.612942996868817,0,1,213.55833420765,56.40965696788,213.5582917,56.4096111,2462-54561-0400,141413.99+562434.67,15,19.099,0.016,19.795,0.027,19.795,0.027,20.142,0.041,20.66,0.206,0.01,5.1,101.8,57.2,DA,Sp,213.55829,56.40961
0.151174,216.3514757085578,56.5302209393262,1610547693015810048,216.35147570856,56.53022093933,99.68555243621886,56.15169832758434,0.9630137700220912,,19.937967,-0.34431076,,4.90406563135913,-5.338948341018903,0.9595207,14.239486514865348,0,1,216.35147570856,56.53022093933,216.3514167,56.5301944,2462-54561-0597,142524.34+563148.79,10,19.612,0.035,20.177,0.038,20.177,0.038,20.501,0.065,20.482,0.198,0.014,9.9,99.7,56.2,DA,Sp,216.35142,56.53019
0.056976,46.9356383464687,-7.520963516078,5179862603450601088,46.93563834647,-7.52096351608,188.02283555071028,-52.23345639785687,1.213892142737969,,19.17665,-0.19767761,,6.748650947647922,3.288328205167039,0.97731537,13.55402626669672,0,1,46.93563834647,-7.52096351608,46.935625,-7.5209722,0458-51929-0627,030744.55-073115.56,12,18.902,0.017,19.387,0.02,19.387,0.02,19.648,0.026,19.883,0.123,0.083,6.3,188.0,-52.2,DA,Sp,46.93562,-7.52097
0.197471,252.1956055630312,35.3453025118974,1327036803023683712,252.19560556303,35.3453025119,57.797508322016625,39.347392945730256,0.40023185086041724,4.475280465378685,16.463722,-0.39869308,-9.006656671715074E-4,-10.734732817926444,-2.643378823147096,1.0253175,11.681595014677963,1,0,252.19560556303,35.3453025119,252.195625,35.34525,5197-55828-0040,164846.95+352042.94,39,16.051,0.015,16.215,0.014,16.706,0.014,17.023,0.011,17.352,0.017,0.015,14.8,57.8,39.3,sdB,Sp,252.19562,35.34525
0.118401,219.0278296260535,54.6689642284379,1607100590919619328,219.02782962605,54.66896422844,95.4073472750749,56.50447286763336,0.6476512796968424,,18.499796,-0.43810463,,-19.895726981964746,12.541679531586892,1.0514928,15.356871248075421,0,1,219.02782962605,54.66896422844,219.027875,54.6689444,6710-56416-0114,143606.69+544008.22,27,17.851,0.023,18.292,0.03,18.744,0.016,19.106,0.028,19.539,0.093,0.009,22.1,95.4,56.5,DA,Sp,219.02787,54.66894
0.174089,150.8319874301188,37.2762908592282,802020653597763584,150.83198743012,37.27629085923,186.0971844413621,53.34332944263477,0.7726446735997333,4.3604389311552705,14.920541,0.21794128,0.013729181185719641,7.393316341936529,-14.766338618948986,1.0990093,11.009776215847108,1,0,150.83198743012,37.27629085923,150.8319583,37.2763333,1426-52993-0314,100319.67+371634.84,48,14.986,0.022,14.929,0.034,15.085,0.02,15.128,0.019,15.223,0.014,0.013,15.3,186.1,53.3,sdB+MS,Sp,150.83196,37.27633
0.113155,254.5962028021243,25.3639477367824,4572807974464905984,254.59620280212,25.36394773678,46.09534196480582,35.1791540576662,0.2581109846478324,3.8041782356062406,16.745146,-0.36518478,1.1236213794152405E-4,-4.186883170299836,-9.977401821975013,1.0125566,11.916339007561284,1,0,254.59620280212,25.36394773678,254.5962083,25.3639167,4180-55679-0212,165823.09+252150.17,52,16.348,0.011,16.531,0.012,16.948,0.008,17.294,0.015,17.602,0.023,0.036,22.2,46.1,35.2,sdB,Sp,254.59621,25.36392
0.110777,48.2003260825192,41.7366836888026,239613206084198016,48.20032608252,41.7366836888,149.31875986943922,-13.779579232136586,1.577941868722678,,19.311686,-0.12809563,,-2.5919227119865713,-0.3450543769989382,0.9878279,11.398869410126686,0,1,48.20032608252,41.7366836888,48.2002917,41.7366667,2417-53766-0428,031248.07+414412.08,18,19.132,0.012,19.468,0.014,19.468,0.014,19.8,0.034,20.036,0.103,0.116,0.0,149.3,-13.8,DA,Sp,48.20029,41.73667
0.313014,37.6360773282062,-8.2443572779992,5176530709556833792,37.63607732821,-8.244357278,178.70855329747116,-59.893954175387975,0.12956257092716505,,16.026628,-0.124842644,,0.7760136177393042,-9.644244190819832,1.1490484,10.95497629871269,0,1,37.63607732821,-8.244357278,37.6360417,-8.2442778,0454-51908-0592,023032.65-081439.47,62,16.309,0.026,15.89,0.021,16.183,0.023,16.448,0.021,16.625,0.015,0.03,11.8,178.7,-59.9,sdA,Sp,37.63604,-8.24428
0.091329,186.6546751121211,57.990997174315,1574846932714731008,186.65467511212,57.99099717432,129.2868616480295,58.82997108308917,0.08945955086149868,,17.151278,-0.4126339,,-3.975627188541628,-13.010587050606166,1.0067785,12.819682065677547,0,1,186.65467511212,57.99099717432,186.6546667,57.9909722,6837-56442-0726,122637.12+575927.58,41,16.686,0.008,16.904,0.021,17.408,0.017,17.768,0.041,18.1,0.027,0.009,16.4,129.3,58.8,sdB,Sp,186.65467,57.99097
0.286517,123.2369200179956,19.1993216184999,669503831427966080,123.236920018,19.1993216185,203.77295167251665,26.270713034606494,1.263927998584292,6.590574257759457,16.081963,0.31309795,0.032531731190801993,4.868868138187988,-18.324717626806496,0.9741008,12.471213449742507,1,0,123.236920018,19.1993216185,123.236875,19.1993889,2082-53358-0344,081256.85+191157.80,45,16.306,0.018,16.105,0.018,16.19,0.016,16.273,0.029,16.2,0.018,0.03,17.1,203.8,26.3,CV,Sp,123.23687,19.19939
0.295722,206.5182907283569,49.8325953617787,1558812857726951424,206.51829072836,49.83259536178,101.81040428412595,64.99539567696364,0.8314293412281983,,19.167862,-0.3381462,,-18.99527821670648,3.955793678087061,1.0059221,15.607184783689974,0,1,206.51829072836,49.83259536178,206.5184167,49.8325833,7430-57105-0810,134604.42+494957.37,18,18.624,0.02,18.953,0.018,19.463,0.019,19.776,0.021,20.172,0.092,0.01,16.1,101.8,65.0,DA,Sp,206.51842,49.83258
0.084401,263.9786398288093,32.5677717319622,4601730460331342208,263.97863982881,32.56777173196,56.9135557439668,29.220309084892587,0.01581573853851046,,16.92837,-0.10170555,,0.4619729369288019,-3.6433710559513086,1.0409768,9.753203998146407,0,1,263.97863982881,32.56777173196,263.9786667,32.5677778,2253-54551-0101,173554.88+323404.05,44,17.109,0.02,16.757,0.011,17.104,0.01,17.339,0.014,17.522,0.021,0.046,20.3,56.9,29.2,sdA,Sp,263.97867,32.56778
0.067565,207.7490579501766,53.3076506387794,1560770950497081344,207.74905795018,53.30765063878,104.10557849540172,61.58948211010531,1.2114086077283168,,19.416765,-0.45274353,,1.5941215832454256,-8.867742626067274,1.0704103,14.19036210153174,0,1,207.74905795018,53.30765063878,207.7490417,53.3076667,8206-57424-0093,135059.77+531827.63,18,18.787,0.033,19.164,0.021,19.783,0.026,20.58,0.104,20.613,0.182,0.008,7.2,104.1,61.6,DA,Sp,207.74904,53.30767
0.278983,196.6911705159,48.9413089096523,1554818228903909248,196.6911705159,48.94130890965,116.20700809624043,67.98632840440723,0.5951458148108588,,18.660624,-0.5492649,,15.664522614871824,-9.643210240904214,1.0359969,14.984099148880368,0,1,196.6911705159,48.94130890965,196.6910833,48.9413611,7410-57104-0196,130645.86+485628.90,26,17.955,0.016,18.382,0.023,18.932,0.018,19.331,0.022,19.649,0.062,0.01,17.7,116.2,68.0,DA,Sp,196.69108,48.94136
0.084881,206.31439608447,54.4615759062607,1562188358423644800,206.31439608447,54.46157590626,106.76234066820717,60.94477501676573,0.09359333186206628,,17.013575,-0.15449524,,-8.322679021214414,-8.556625879187402,1.0322691,12.39798087786211,0,1,206.31439608447,54.46157590626,206.3144167,54.4615556,6756-56426-0559,134515.46+542741.60,39,17.091,0.019,16.841,0.019,17.195,0.012,17.439,0.011,17.638,0.019,0.007,12.1,106.8,60.9,sdB,Sp,206.31442,54.46156
0.059097,190.7671724041295,50.457317290973,1567759068446209152,190.76717240413,50.45731729097,126.28940679246469,66.61633807724144,0.1338893042059479,,16.881517,-0.2360363,,-7.150563638906964,-4.430127544061961,1.0866635,11.505934627888976,0,1,190.76717240413,50.45731729097,190.7671667,50.4573333,6674-56416-0090,124304.12+502726.40,40,16.855,0.012,16.695,0.037,17.066,0.046,17.361,0.024,17.616,0.019,0.013,10.7,126.3,66.6,sdB,Sp,190.76717,50.45733
0.067655,199.8580267366783,53.2874556723042,1563207876284310912,199.85802673668,53.2874556723,113.59271510836176,63.33024205549842,0.16193144372701043,,18.398378,-0.5170269,,-2.546857424570142,-11.920880328591032,1.0153348,13.828380686561303,0,1,199.85802673668,53.2874556723,199.8580417,53.2874722,1040-52722-0015,131925.93+531714.98,15,17.648,0.02,18.096,0.018,18.652,0.017,19.111,0.018,19.63,0.07,0.014,13.4,113.6,63.3,DAO,Sp,199.85804,53.28747
0.061644,191.1143615443694,63.0160159980433,1580692825585749120,191.11436154437,63.01601599804,124.28203060283431,54.09393130742173,1.0401784632042734,,19.353662,-0.3973236,,3.3741932387518307,-4.889813514103299,1.0064374,13.22295955000309,0,1,191.11436154437,63.01601599804,191.114375,63.016,6970-56444-0602,124427.45+630057.64,15,18.787,0.02,19.633,0.022,19.633,0.022,19.984,0.038,20.189,0.134,0.011,0.9,124.3,54.1,DA,Sp,191.11437,63.016
0.228828,184.022989329043,60.2751543352278,1582071376944191872,184.02298932904,60.27515433523,130.8239825396457,56.308210684214615,0.90124813818245,,19.280369,-0.3407154,,-12.257439559669066,-8.760467610415532,1.0764385,15.170388582915407,0,1,184.02298932904,60.27515433523,184.0230833,60.2751111,6972-56426-0102,121605.54+601630.49,15,19.19,0.033,19.045,0.023,19.439,0.017,19.734,0.024,20.066,0.132,0.014,15.8,130.8,56.3,DA,Sp,184.02308,60.27511
0.180708,30.690309909474,12.3670086605021,76585043619540608,30.69030990947,12.3670086605,148.88162316787046,-46.87955621076142,0.6320028223959785,,18.63952,-0.31275368,,2.879873317564437,-11.088735868692257,0.9276003,13.934799793712799,0,1,30.69030990947,12.3670086605,30.6902917,12.3670556,0427-51900-0133,020245.67+122201.40,18,18.143,0.021,18.478,0.019,18.827,0.017,19.091,0.02,19.488,0.07,0.119,10.9,148.9,-46.9,DA,Sp,30.69029,12.36706
0.154904,325.4526323250157,-1.1742202908221,2674939785529489280,325.45263232502,-1.17422029082,54.45712360771973,-37.70173827330557,0.6441049773671376,,19.42591,-0.40869522,,8.864278316300133,-0.4313795880116365,0.99555665,14.16669605639403,0,1,325.45263232502,-1.17422029082,325.4526667,-1.1741944,4195-55452-0086,214148.64-011027.16,18,18.826,0.022,19.228,0.022,19.689,0.025,20.056,0.063,20.658,0.24,0.04,11.3,54.5,-37.7,DA,Sp,325.45267,-1.17419
0.075453,179.7249547804513,38.1548818757048,4033496593327476480,179.72495478045,38.1548818757,164.6189750345243,74.4143984053891,1.1734199297236159,,19.229105,-0.2894249,,1.754102098060501,2.69861516446546,0.9613112,11.767441340703613,0,1,179.72495478045,38.1548818757,179.7249583,38.1548611,4652-55672-0931,115853.99+380917.57,11,18.631,0.017,19.468,0.022,19.468,0.022,19.876,0.032,20.217,0.112,0.013,3.5,164.6,74.4,DA,Sp,179.72496,38.15486
0.197990,142.8068881771626,-1.3774961344541,3839629058145640576,142.80688817716,-1.37749613445,235.2166586080129,34.07796532167986,1.1623504471793238,,19.279997,-0.3899021,,2.5697493788192407,-2.745260292870237,0.9623429,12.156125408392612,0,1,142.80688817716,-1.37749613445,142.8068333,-1.3775,3767-55214-0568,093113.64-012239.07,20,18.808,0.016,19.504,0.022,19.504,0.022,19.859,0.029,20.462,0.156,0.026,6.2,235.2,34.1,DA,Sp,142.80683,-1.3775
0.126581,239.0941230602311,50.3653547804274,1403332980026359424,239.09412306023,50.36535478043,79.35899863064296,48.06105887993496,0.41709316733634433,4.247293078080524,16.146128,-0.4160595,0.007309134967123265,-11.955022262299675,-19.99649351105959,1.0113918,12.982691998441554,1,0,239.09412306023,50.36535478043,239.0941667,50.3653333,6723-56428-0967,155622.60+502155.27,46,15.713,0.014,15.907,0.014,16.415,0.012,16.777,0.016,17.102,0.018,0.015,25.5,79.4,48.1,sdB,Sp,239.09417,50.36533
0.114236,145.3977185238731,-0.1547540247613,3840054530490438656,145.39771852387,-0.15475402476,235.79487165455808,36.903654547301215,1.041939195922775,,19.552866,-0.4468994,,-1.6022899717898724,-3.9871507278889387,0.9897537,12.718721872687041,0,1,145.39771852387,-0.15475402476,145.39775,-0.15475,3826-55563-0234,094135.46-000917.19,17,18.934,0.026,19.341,0.018,19.801,0.023,20.164,0.035,20.293,0.128,0.057,10.1,235.8,36.9,sdA,Sp,145.39775,-0.15475
0.057908,341.5628602902096,30.3544623193274,1888014679263002880,341.56286029021,30.35446231933,93.23490577746989,-25.201578530109018,0.4623470796662602,,19.296848,-0.42663574,,1.7449723917334075,-5.2845161155609155,0.97704613,13.024237795298856,0,1,341.56286029021,30.35446231933,341.562875,30.3544722,6508-56535-0142,224615.09+302116.13,11,18.532,0.013,19.544,0.018,19.544,0.018,19.859,0.026,20.005,0.106,0.059,8.8,93.2,-25.2,DA,Sp,341.56287,30.35447
0.041220,135.3951213169431,0.0575108415154,3843075266889506048,135.39512131694,0.05751084152,229.09525252887823,28.62758683085595,1.1582666757564497,,19.485737,-0.26895523,,1.242484000199751,-7.362600869971868,0.97757655,13.85138135217695,0,1,135.39512131694,0.05751084152,135.395125,0.0575,3818-55532-0523,090134.83+000327.04,20,19.255,0.027,19.314,0.017,19.666,0.018,20.055,0.028,20.243,0.103,0.041,10.3,229.1,28.6,DA,Sp,135.39512,0.0575
0.087610,347.3068377982104,24.6655316097008,2842756875183230976,347.30683779821,24.6655316097,95.18886286854115,-32.64184408171671,0.33126447809613274,4.224363722076596,16.62349,-0.1503601,-0.012297162272533413,1.802882484068601,-10.572017433676363,1.0036185,11.775403274320032,1,0,347.30683779821,24.6655316097,347.3068333,24.6655556,6589-56536-0934,230913.64+243956.00,60,16.522,0.022,16.487,0.018,16.793,0.012,17.039,0.014,17.307,0.027,0.109,10.7,95.2,-32.6,sdB,Sp,347.30683,24.66556
0.133587,150.0832483113933,-0.5703981691211,3833217389231778944,150.08324831139,-0.57039816912,239.7655916316025,40.44289617653807,0.24824851654343835,,17.76809,-0.43953705,,-6.090452539811549,-5.366527489045001,0.9731533,12.315191168255403,0,1,150.08324831139,-0.57039816912,150.08325,-0.5703611,2867-54479-0172,100019.98-003413.33,59,17.071,0.013,17.507,0.014,18.025,0.019,18.388,0.018,18.749,0.033,0.037,14.2,239.8,40.4,O(H),Sp,150.08325,-0.57036
0.061272,342.8563347480811,32.3162391758248,1889783273778351360,342.85633474808,32.31623917582,95.36529431585093,-24.053209621931146,0.5731825150975467,,19.242199,-0.23719978,,-2.2943056813625193,-5.148966703955386,0.92914015,12.997436578914147,0,1,342.85633474808,32.31623917582,342.8563333,32.3162222,7141-56565-0142,225125.52+321858.43,18,18.852,0.014,19.461,0.014,19.461,0.014,19.722,0.022,20.031,0.095,0.074,4.4,95.4,-24.1,DA,Sp,342.85633,32.31622
0.207235,137.2531640047601,1.2204534774879,3843598978021635712,137.25316400476,1.22045347749,229.06006135575532,30.81922468779872,1.8171673790294176,,19.78513,-0.34816742,,-13.052265790072319,4.979809194834564,0.93955845,15.511107320305719,0,1,137.25316400476,1.22045347749,137.2532083,1.2204167,0471-51924-0149,090900.77+011313.53,5,19.71,0.033,19.645,0.017,19.904,0.022,20.241,0.029,20.666,0.142,0.031,22.5,229.1,30.8,DA,Sp,137.25321,1.22042
0.343419,143.5046823370776,0.7950917937058,3841117311558392832,143.50468233708,0.79509179371,233.496589685582,35.872668972901316,0.9326857449149756,,18.602972,-0.47670555,,-7.570436641726952,-2.5069015456234958,0.98796356,13.111547690413872,0,1,143.50468233708,0.79509179371,143.5047083,0.795,3825-55533-0864,093401.13+004742.03,23,17.977,0.018,18.368,0.019,18.854,0.021,19.196,0.023,19.515,0.071,0.039,36.0,233.5,35.9,DA,Sp,143.50471,0.795
0.156822,149.2720531684067,1.2252463338536,3834487600040188160,149.27205316841,1.22524633385,237.2278670391829,40.86219076428976,0.7273623496168088,,19.949286,-0.07662964,,-2.088191442913488,-5.7218765101978395,1.1332555,13.872732443146752,0,1,149.27205316841,1.22524633385,149.2720833,1.2252778,2867-54479-0329,095705.30+011331.01,11,19.605,0.021,20.157,0.03,20.157,0.03,20.421,0.047,20.451,0.184,0.018,5.4,237.2,40.9,DAH,Sp,149.27208,1.22528
0.122433,141.4147998167482,-1.558311627672,3838909668303453696,141.41479981675,-1.55831162767,234.45550522570682,32.82654121910827,1.4035440583539522,,19.091248,-0.3886299,,-10.734795201540173,4.5471274327971765,1.0071629,14.42439356911946,0,1,141.41479981675,-1.55831162767,141.4148333,-1.5583056,3781-55243-0770,092539.56-013329.99,23,18.518,0.015,19.313,0.022,19.313,0.022,19.625,0.028,19.778,0.114,0.027,9.3,234.5,32.8,DA,Sp,141.41483,-1.55831
0.158828,153.1692112606777,-0.5595718194968,3831520739710841216,153.16921126068,-0.5595718195,242.3129777226114,42.87233514515334,0.9530165106622543,,18.657553,-0.61263275,,9.37656168632606,-9.202193599012634,1.0634454,14.250156370680898,0,1,153.16921126068,-0.5595718195,153.1692083,-0.5595278,3830-55574-0212,101240.61-003334.37,26,17.98,0.025,18.38,0.019,18.891,0.018,19.282,0.02,19.631,0.067,0.036,17.2,242.3,42.9,DA,Sp,153.16921,-0.55953
0.082574,122.9519616153048,14.0583383893831,653731989962927104,122.9519616153,14.05833838938,208.8989159478233,24.03840541455462,0.6208936266841456,,19.623209,-0.28258705,,-4.086970167422409,-3.4848199957672854,1.0310502,13.27347176942493,0,1,122.9519616153,14.05833838938,122.9519583,14.0583611,2268-53682-0593,081148.47+140330.10,11,19.236,0.02,19.851,0.019,19.851,0.019,20.168,0.031,20.403,0.162,0.027,3.2,208.9,24.0,DA,Sp,122.95196,14.05836
0.023036,132.970786928807,19.8629954382223,660754433290367872,132.97078692881,19.86299543822,206.81128108520278,35.089717232756854,0.8225389435399036,,19.273148,-0.3425026,,-3.4839213721233055,2.113631194282552,0.9685491,12.323754292789715,0,1,132.97078692881,19.86299543822,132.9707917,19.863,5175-55955-0558,085152.99+195146.80,13,18.689,0.027,19.549,0.021,19.549,0.021,19.873,0.028,19.941,0.093,0.027,4.7,206.8,35.1,DA,Sp,132.97079,19.863
0.067302,128.0831442386182,15.6244142041919,657896360189122048,128.08314423862,15.62441420419,209.47935296527595,29.21357085346084,0.4939013722624531,,18.974466,-0.4953766,,-1.5126881667961425,-8.282036886769589,0.9910662,13.600781085632185,0,1,128.08314423862,15.62441420419,128.083125,15.6244167,4496-55544-0146,083219.95+153727.93,26,18.287,0.027,18.763,0.019,19.271,0.027,19.611,0.039,19.895,0.104,0.025,11.9,209.5,29.2,DA,Sp,128.08312,15.62442
0.036181,121.7518013815847,14.625309239869,653974947672932096,121.75180138158,14.62530923987,207.82222477539196,23.201556965500682,1.150746396969796,,19.016666,-0.40109062,,-5.98663881232491,-2.37316933986009,1.0519214,13.061048015545481,0,1,121.75180138158,14.62530923987,121.7517917,14.6253056,4499-55572-0420,080700.43+143731.15,19,18.442,0.015,19.274,0.016,19.274,0.016,19.58,0.024,20.132,0.105,0.029,10.3,207.8,23.2,DA,Sp,121.75179,14.62531
0.063010,122.8379148684412,15.0780103868153,654056075312147200,122.83791486844,15.07801038682,207.82589292768716,24.344824037447914,0.46327765810423455,,19.322643,-0.4358902,,-1.5429169324206673,0.6663125427924473,0.9944501,10.450022280621763,0,1,122.83791486844,15.07801038682,122.8379167,15.0780278,4499-55572-0192,081121.10+150440.91,18,18.693,0.018,19.58,0.02,19.58,0.02,19.899,0.031,20.211,0.104,0.032,3.0,207.8,24.3,DA,Sp,122.83792,15.07803
0.054243,124.2904472522381,14.6563717200936,652300700701087232,124.29044725224,14.65637172009,208.86696586258515,25.4660480280788,0.7699053962243054,,18.943577,-0.30444717,,-3.68604966113716,-7.960281677175554,0.97619903,13.659141299631287,0,1,124.29044725224,14.65637172009,124.2904583,14.6563611,4504-55571-0743,081709.71+143922.93,16,18.312,0.018,18.71,0.014,19.207,0.017,19.519,0.022,19.853,0.096,0.026,15.7,208.9,25.5,DA,Sp,124.29046,14.65636
0.341044,119.5826073817857,14.4120470817832,654287346414577664,119.58260738179,14.41204708178,207.11881662555834,21.19381606374383,1.701488949224159,,19.536423,-0.42527962,,7.479797859109643,-35.09485631500472,1.0003026,17.31087196025098,0,1,119.58260738179,14.41204708178,119.5825833,14.4121389,2264-53682-0542,075819.82+142443.78,9,19.392,0.025,19.333,0.018,19.701,0.022,19.972,0.029,20.244,0.102,0.025,36.6,207.1,21.2,DA,Sp,119.58258,14.41214
0.017478,22.4999181283569,23.2030602741547,290058176794427648,22.49991812836,23.20306027415,134.32499753845048,-38.81409676939287,0.6789787647453479,,19.004505,-0.30981636,,-9.990048921939469,-7.162901280917506,0.9947577,14.452725535007659,0,1,22.49991812836,23.20306027415,22.4999167,23.2030556,5107-55940-0356,012959.98+231211.07,23,18.52,0.019,18.834,0.015,19.23,0.019,19.513,0.021,20.013,0.089,0.067,20.5,134.3,-38.8,DA,Sp,22.49992,23.20306
0.129745,126.6171174258156,14.9328187513837,652488888987809536,126.61711742582,14.93281875138,209.57711336931249,27.641670653407726,0.8215511201032755,,18.833277,-0.24788284,,3.2053937742743788,-5.217780171905348,1.1244683,12.768348529434629,0,1,126.61711742582,14.93281875138,126.6170833,14.9328333,4496-55544-0406,082628.10+145558.22,12,18.303,0.016,19.012,0.015,19.012,0.015,19.36,0.026,19.714,0.074,0.036,6.7,209.6,27.6,DA,Sp,126.61708,14.93283
0.043301,126.7387083153024,12.4716546719079,650787708277962496,126.7387083153,12.47165467191,212.16395744946638,26.75955997909411,0.31126481093901615,,17.04905,-0.38213348,,4.098631596100641,-17.90224892506892,0.9926094,13.369055883769732,0,1,126.7387083153,12.47165467191,126.7387083,12.4716667,4508-55600-0910,082657.29+122818.06,49,16.486,0.018,16.783,0.013,17.282,0.018,17.581,0.023,17.874,0.022,0.029,18.9,212.2,26.8,sdOB,Sp,126.73871,12.47167
0.055990,127.0815461993201,12.4887371194168,650808255401528576,127.08154619932,12.48873711942,212.30093378767407,27.071686378233647,1.3353649188850207,,19.537998,-0.4087925,,2.507873408669149,-13.571019636576944,0.93789846,15.237519111012894,0,1,127.08154619932,12.48873711942,127.0815417,12.4887222,4508-55600-0948,082819.57+122919.44,14,19.027,0.029,19.3,0.017,19.718,0.029,20.138,0.033,20.226,0.116,0.027,17.0,212.3,27.1,DA,Sp,127.08154,12.48872
0.024990,131.4862963341033,18.5659113252652,660191174099398912,131.4862963341,18.56591132527,207.69441649236904,33.32506228740748,1.5405935697940136,,19.83504,-0.33670044,,-3.579848735616289,-5.876513887305663,1.0968384,14.023310032809555,0,1,131.4862963341,18.56591132527,131.4862917,18.5659167,2279-53708-0461,084556.71+183357.38,7,19.717,0.032,19.658,0.016,20.009,0.02,20.249,0.035,20.485,0.14,0.02,14.1,207.7,33.3,DA,Sp,131.48629,18.56592
0.028417,57.9965380501874,9.6401873743577,3302502234815943296,57.99653805019,9.64018737436,179.22514644552152,-32.85977366620511,0.7614819785673692,4.977710379776992,15.569411,-0.1221323,-0.0037896013376461646,4.773452212638732,-6.725137087934827,1.1210755,10.150897152204216,1,0,57.99653805019,9.64018737436,57.9965417,9.6401944,2679-54368-0014,035159.17+093824.77,67,15.587,0.024,15.481,0.021,15.733,0.01,15.942,0.01,16.187,0.023,0.157,13.8,179.2,-32.9,sdA,Sp,57.99654,9.64019
0.150083,236.5248987055608,27.5552392835678,1224427182464055680,236.52489870556,27.55523928357,43.95823526385915,51.41770461229747,0.31395809640053696,3.867630606984825,16.383272,-0.39826775,-4.122889336732882E-4,-10.099424054745029,-11.286333029850141,1.0014765,12.284659563368539,1,0,236.52489870556,27.55523928357,236.5249167,27.5552778,1653-53534-0057,154605.98+273319.03,39,15.877,0.007,16.15,0.021,16.627,0.016,16.964,0.019,17.307,0.02,0.029,17.4,44.0,51.4,sdB,Sp,236.52492,27.55528
0.180924,280.291582439984,40.8480170092169,2110538446697630336,280.29158243998,40.84801700922,69.79606159120493,19.171764981939454,0.37380909582023664,4.1491036634503295,16.285854,0.17880058,0.018022162502841166,-8.014727355889407,-16.006294392367234,1.0177923,12.550212062701004,1,0,280.29158243998,40.84801700922,280.291625,40.8480556,2798-54397-0112,184109.99+405053.06,49,16.171,0.018,16.324,0.008,16.479,0.005,16.505,0.007,16.547,0.013,0.049,23.8,69.8,19.2,sdB+MS,Sp,280.29162,40.84806
0.057069,50.4111634612691,5.6444599212782,9132341717393792,50.41116346127,5.64445992128,176.52448829038454,-41.095537148879274,1.1602262580316212,5.294812754785546,14.9721,-0.10401249,0.0016806179221808826,4.547587727088065,-6.065768359248758,0.8962488,9.370779733043724,1,0,50.41116346127,5.64445992128,50.4111667,5.6444444,2334-53713-0394,032138.68+053840.06,67,14.856,0.014,14.877,0.013,15.136,0.01,15.362,0.013,15.584,0.026,0.182,12.0,176.5,-41.1,sdB,Sp,50.41117,5.64444
0.191986,345.6753866946242,6.0350228437714,2663648179069018240,345.67538669462,6.03502284377,80.49729475814222,-47.67648002354043,1.9991397393163628,,19.256601,0.06322098,,12.603398529695562,-2.3452035721908526,0.97530884,14.795996823748808,0,1,345.67538669462,6.03502284377,345.6753333,6.0350278,4414-55882-0526,230242.08+060206.12,17,19.108,0.026,19.159,0.022,19.416,0.019,19.668,0.027,19.924,0.095,0.07,11.9,80.5,-47.7,DA,Sp,345.67533,6.03503
