angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000,_DEJ2000,P-M-F,SDSSJ,SNg,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,E(B-V),PM,GLON,GLAT,Type,Sp,_RA,_DE
0.051737,122.2849678771013,38.2350678451403,908714959852556672,122.2849678771,38.23506784514,182.7001640258973,30.97736524156961,0.8153021146971096,4.7939318636787185,15.23734,0.13522148,0.008057620117454478,-1.6790466704761264,2.381845965011496,0.9750417,7.55991363527983,1,0,122.2849678771,38.23506784514,122.2849583,38.2350556,0758-52253-0570,080908.39+381406.23,56,15.748,0.016,15.61,0.018,15.638,0.013,15.793,0.012,15.905,0.015,0.041,3.7,182.7,31.0,CV-H-He,Sp,122.28496,38.23506
0.188672,157.9036535812314,21.3565678326886,721047665227763072,157.90365358123,21.35656783269,215.50196154403557,57.71445429704597,1.194309769138901,,19.205206,-0.36218643,,-13.352613567575595,0.3270882248400483,0.9590438,14.833688587147506,0,1,157.90365358123,21.35656783269,157.9037083,21.3565556,2376-53770-0372,103136.89+212123.65,10,18.619,0.018,18.974,0.024,19.476,0.018,19.827,0.027,20.063,0.082,0.02,13.9,215.5,57.7,DA,Sp,157.90371,21.35656
0.140659,135.4228350431695,34.9901602320546,713730106107112064,135.42283504317,34.99016023205,188.8023348340837,40.83741143187163,0.1420393196608986,,19.326244,-0.38750458,,-6.137549339282287,-5.4618383000087345,1.0627995,13.899522961169549,0,1,135.42283504317,34.99016023205,135.422875,34.9901389,4645-55623-0456,090141.49+345924.50,16,18.813,0.026,19.085,0.019,19.535,0.025,19.927,0.028,20.241,0.092,0.027,13.8,188.8,40.8,sdB,Sp,135.42287,34.99014
0.137958,138.0297876342083,33.049251846502,713829989866311680,138.02978763421,33.0492518465,191.7723115999285,42.716548957909275,0.7880904893283033,,19.432241,-0.42349815,,-10.614528892898383,-5.422307053872767,1.0015477,14.813494686973726,0,1,138.02978763421,33.0492518465,138.0298333,33.04925,5809-56353-0906,091207.16+330257.37,10,19.039,0.022,19.614,0.019,19.614,0.019,19.958,0.026,20.279,0.082,0.018,7.4,191.8,42.7,DA,Sp,138.02983,33.04925
0.356057,130.7792222906361,32.6628101794261,710018738967647232,130.77922229064,32.66281017943,190.92967937450302,36.64924158439327,1.3988573570075582,,19.200321,-0.34459877,,-19.285509009698835,7.386734137943897,1.0376415,15.77510535157148,0,1,130.77922229064,32.66281017943,130.7793333,32.6627778,1209-52674-0516,084307.04+323946.04,9,18.953,0.024,18.976,0.023,19.414,0.018,19.682,0.028,19.938,0.127,0.027,19.8,190.9,36.6,DA,Sp,130.77933,32.66278
0.080027,160.6609768959514,24.1407014458869,723318126674671104,160.66097689595,24.14070144589,211.5329404729768,60.895907331108376,-0.05257439050010147,,18.99653,-0.32482338,,1.2165171281082197,-8.316991990463123,1.0417572,13.61934593800514,0,1,160.66097689595,24.14070144589,160.661,24.1406944,6439-56358-0042,104238.64+240826.56,20,18.536,0.019,18.788,0.017,19.211,0.015,19.53,0.023,19.729,0.074,0.026,13.3,211.5,60.9,sdB,Sp,160.661,24.14069
0.100403,135.0604298524544,37.9636778224582,718805520500404608,135.06042985245,37.96367782246,184.85210002836175,40.87534898998801,0.9476178667734197,,19.145166,-0.381279,,-6.444166302268452,-8.834318268927326,1.0136861,14.339244319875746,0,1,135.06042985245,37.96367782246,135.0604583,37.9636944,8860-57458-0804,090014.51+375749.36,19,19.032,0.022,18.961,0.021,19.323,0.016,19.603,0.022,19.815,0.074,0.023,10.5,184.9,40.9,DA,Sp,135.06046,37.96369
0.156958,308.6088323603503,14.2874813364973,1804426365048206592,308.60883236035,14.2874813365,58.179016438984696,-15.197797414846098,0.35328146183473547,,17.757057,-0.38851357,,11.937453836012414,0.11495700411611831,1.0784124,13.141716400515136,0,1,308.60883236035,14.2874813365,308.6087917,14.2875,2249-53566-0230,203426.11+141715.01,26,17.175,0.023,17.557,0.038,17.785,0.005,18.423,0.01,18.501,0.036,0.072,10.8,58.2,-15.2,He-sdOB,Sp,308.60879,14.2875
0.082510,136.2681447725949,38.229095980345,719011266613913856,136.26814477259,38.22909598034,184.6031197771038,41.84428927265599,0.9358653185342987,,19.358038,-0.47621155,,-7.296326428326513,-2.188319606401386,0.92643267,13.767078057616086,0,1,136.26814477259,38.22909598034,136.2681667,38.2291111,4608-55973-0963,090504.36+381344.80,10,18.939,0.018,19.588,0.021,19.588,0.021,19.911,0.03,20.403,0.174,0.022,6.2,184.6,41.8,DA,Sp,136.26817,38.22911
0.065861,306.4601007341666,13.5112987198584,1804133963674291200,306.46010073417,13.51129871986,56.32488218024462,-13.881733756693363,0.32512991750872094,,17.47439,-0.37218857,,-1.1341818119830895,-9.325634369618834,0.9806329,12.338723944403881,0,1,306.46010073417,13.51129871986,306.4600833,13.5113056,2248-53558-0172,202550.42+133040.73,26,16.958,0.016,17.196,0.005,17.674,0.005,17.738,0.019,18.308,0.031,0.07,12.8,56.3,-13.9,sdOB,Sp,306.46008,13.51131
0.161181,159.5455338623995,25.5346427269594,724806143863825664,159.5455338624,25.53464272696,208.3402198014669,60.18664828745473,0.11317124538863921,,16.989153,-0.29188538,,-10.882566446713684,-12.708115192308394,0.9796124,13.10676276877452,0,1,159.5455338624,25.53464272696,159.5455833,25.5346389,6439-56358-0726,103810.94+253204.74,42,16.837,0.012,16.799,0.016,17.18,0.017,17.509,0.018,17.756,0.022,0.02,15.5,208.3,60.2,sdB,Sp,159.54558,25.53464
0.256653,136.2516721962824,35.9805776535538,715387173209454976,136.25167219628,35.98057765355,187.60227069650907,41.626023269606804,1.4262150721534237,,19.29618,-0.36143875,,-15.604358562983698,-18.28576303969305,0.9625068,16.20074699369598,0,1,136.25167219628,35.98057765355,136.25175,35.9806111,4645-55623-0698,090500.42+355850.24,17,18.762,0.027,19.082,0.018,19.547,0.02,19.914,0.034,19.993,0.156,0.023,23.4,187.6,41.6,DA,Sp,136.25175,35.98061
0.081864,158.9057245093695,27.1085571020078,728028400128212992,158.90572450937,27.10855710201,205.04573531785738,59.87331253098076,0.11118838058641067,,16.373438,0.027751923,,-4.377405853445139,-10.756440726387936,0.9833065,11.698167485568522,0,1,158.90572450937,27.10855710201,158.90575,27.1085556,2356-53786-0232,103537.38+270630.86,38,17.177,0.011,16.28,0.016,16.472,0.015,16.691,0.011,16.833,0.02,0.019,18.8,205.0,59.9,sdA,Sp,158.90575,27.10856
0.144962,207.4487453617892,25.1363210523148,1444243093276400000,207.44874536179,25.13632105231,27.558590425393955,76.75940208451576,0.45145470397187865,4.142606358928422,15.869535,-0.41680527,-0.002635826958121479,-25.474502767407024,-18.664975848886577,1.0569819,13.366634317963818,1,0,207.44874536179,25.13632105231,207.44875,25.1363611,6005-56090-0482,134947.70+250810.94,48,15.371,0.025,15.622,0.018,16.127,0.013,16.467,0.014,16.826,0.017,0.014,31.8,27.6,76.8,sdB,Sp,207.44875,25.13636
0.123230,358.766035282952,35.116601706018,2878424620071939072,358.76603528295,35.11660170602,110.08963973852956,-26.345392834527992,1.4176244631283919,,19.683506,-0.332016,,12.477134572261395,-1.2601095763119519,1.0125278,15.175098385172493,0,1,358.76603528295,35.11660170602,358.766,35.1165833,1881-53261-0042,235503.84+350659.75,8,19.374,0.026,19.51,0.016,19.848,0.02,20.145,0.033,20.275,0.107,0.072,18.2,110.1,-26.3,DAH,Sp,358.766,35.11658
0.046976,337.6029710934624,7.7438363935767,2710661406487204480,337.60297109346,7.74383639358,73.45269903154747,-41.19882745246356,0.8457745626782678,,19.06012,-0.29972267,,-14.157554606954402,-18.58773966392884,0.95845985,15.902982745966934,0,1,337.60297109346,7.74383639358,337.6029583,7.7438333,5058-56208-0520,223024.71+074437.84,20,18.876,0.023,18.924,0.017,19.226,0.019,19.558,0.028,19.466,0.067,0.096,24.8,73.5,-41.2,DA,Sp,337.60296,7.74383
0.031433,224.0280065473183,49.1879243109547,1592322123850695168,224.02800654732,49.18792431095,83.990169173101,57.4398735056197,0.7252778383741719,6.307854983480453,17.005333,-0.5481663,0.0023441762220077766,-12.173497533369595,-1.3980620417362226,0.9914399,12.446636290341404,1,0,224.02800654732,49.18792431095,224.028,49.1879167,6726-56394-0254,145606.72+491116.52,50,16.271,0.012,16.735,0.025,17.278,0.013,17.635,0.016,18.029,0.029,0.015,15.1,84.0,57.4,DAO,Sp,224.028,49.18792
0.172380,218.3113784823295,53.1598904722871,1605239049014274560,218.31137848233,53.15989047229,93.96049697997417,57.86119539493724,0.36165499748047447,4.911850847832323,17.120378,-0.49444962,0.0052793578334584534,-11.379511201535902,-9.005842482312763,1.040654,12.929016605717193,1,0,218.31137848233,53.15989047229,218.3114583,53.1598889,1326-52764-0078,143314.75+530935.69,29,16.458,0.012,16.865,0.018,17.379,0.013,17.745,0.017,18.097,0.022,0.008,12.3,94.0,57.9,sdOB,Sp,218.31146,53.15989
0.291997,216.4965571112337,28.787475622054,1283953333241515520,216.49655711123,28.78747562205,43.01458144201353,69.0899264498884,0.31502595926505195,4.20582778274499,16.714096,-0.038520813,0.015397530572251794,-0.953966167623606,-25.167929445363505,1.0372518,13.719892258830892,1,0,216.49655711123,28.78747562205,216.4965417,28.7875556,2134-53876-0322,142559.17+284715.28,41,16.539,0.02,16.649,0.013,16.929,0.012,17.114,0.014,17.252,0.02,0.014,27.0,43.0,69.1,sdB+MS,Sp,216.49654,28.78756
0.333650,218.7763540071915,28.7974568147944,1281101268798929152,218.77635400719,28.79745681479,43.1900489943512,67.09305734985583,0.4880561229836108,4.5240901612654625,16.081741,-0.29018497,0.01822796724203779,-21.96317645242552,-9.60867938884794,1.081507,12.980359102074244,1,0,218.77635400719,28.79745681479,218.7764583,28.7974722,2134-53876-0608,143506.35+284750.92,49,15.58,0.018,15.875,0.026,16.298,0.021,16.542,0.022,16.684,0.022,0.017,22.1,43.2,67.1,sdOB,Sp,218.77646,28.79747
0.097494,216.9857212976692,21.6325602434861,1240669924143182592,216.98572129767,21.63256024349,24.14311074446878,67.38893780655064,0.36419369639018645,3.393477003279962,15.586815,0.015361786,0.006078384892498345,-16.920413850785053,-13.969253075422019,1.0175612,12.293171315673002,1,0,216.98572129767,21.63256024349,216.98575,21.6325556,5900-56043-0570,142756.58+213757.24,49,15.529,0.027,15.508,0.019,15.744,0.019,15.882,0.018,16.002,0.015,0.034,23.2,24.1,67.4,sdB,Sp,216.98575,21.63256
0.088988,144.5576722398934,61.9336078811629,1063083815411782528,144.55767223989,61.93360788116,151.5960218992656,42.914513780381036,1.1991866770267299,,20.245115,0.0961895,,2.9952600755926126,2.5229535692504426,1.0241019,13.20945766385639,0,1,144.55767223989,61.93360788116,144.5576667,61.9335833,2403-53795-0278,093813.84+615600.92,9,20.416,0.047,20.13,0.022,20.39,0.03,20.592,0.046,21.295,0.309,0.03,10.8,151.6,42.9,DAH,Sp,144.55767,61.93358
0.640649,142.984217937668,61.5047165542124,1063151053123459200,142.98421793767,61.50471655421,152.53923444895005,42.40603313487625,0.8440392451460382,,19.947897,0.16655159,,1.9873982792195375,-8.57386750473913,1.0031556,14.670604033425668,0,1,142.98421793767,61.50471655421,142.984125,61.5048889,7446-56722-0112,093156.19+613017.60,11,20.652,0.03,20.002,0.028,20.002,0.028,20.139,0.038,20.124,0.128,0.033,5.8,152.5,42.4,DA,Sp,142.98412,61.50489
0.147753,134.9307419615528,64.3787889588459,1044382767594663552,134.93074196155,64.37878895885,150.6372868664111,37.98770149459821,0.815784593439483,,18.990692,-0.4015789,,-13.030464810779256,3.0367372045666747,0.99176115,14.622914373784393,0,1,134.93074196155,64.37878895885,134.9308333,64.3787778,1876-54464-0500,085943.40+642243.64,15,18.461,0.023,18.785,0.021,19.213,0.023,19.623,0.023,20.019,0.1,0.051,15.7,150.6,38.0,DA,Sp,134.93083,64.37878
0.057947,101.9438891222887,38.3751272156788,944375416180456064,101.94388912229,38.37512721568,177.47556819354898,15.77908858489289,1.2638328491764164,,19.105865,-0.26166153,,0.37038145616915585,-4.541280638092989,0.9925281,12.398955520707933,0,1,101.94388912229,38.37512721568,101.943875,38.3751389,2700-54417-0566,064746.53+382230.54,23,18.625,0.011,19.328,0.015,19.328,0.015,19.623,0.021,19.847,0.08,0.111,0.7,177.5,15.8,DA,Sp,101.94387,38.37514
0.325851,148.3040484679157,59.0567706527367,1049580914973329792,148.30404846792,59.05677065274,154.10739559261407,45.82175497633998,1.1484217544883757,,19.658052,-0.3331585,,1.663059211954109,-23.133424724336063,1.0276377,16.484848944799978,0,1,148.30404846792,59.05677065274,148.3040417,59.0568611,0453-51915-0073,095312.97+590324.78,7,19.459,0.03,19.452,0.016,19.85,0.022,20.147,0.036,20.258,0.12,0.009,23.0,154.1,45.8,DA,Sp,148.30404,59.05686
0.190832,164.0136755476457,63.4090452660133,1055163788342636160,164.01367554765,63.40904526601,142.22041023306795,49.17385879929325,0.7975653911140458,,19.526566,-0.3688202,,-9.079729055575923,-11.995116928012779,1.0093385,15.413393553467568,0,1,164.01367554765,63.40904526601,164.0137917,63.4090556,2882-54498-0171,105603.31+632432.62,10,19.061,0.021,19.673,0.025,19.673,0.025,20.055,0.029,20.287,0.132,0.02,9.8,142.2,49.2,DA,Sp,164.01379,63.40906
0.152752,145.1927908717507,59.9044121419615,1050755159031852928,145.19279087175,59.90441214196,153.96892025040682,44.03168138603649,1.5736692705350406,,19.667439,-0.11690712,,-5.928566507011129,-1.293913217233033,0.98229235,13.58271033479011,0,1,145.19279087175,59.90441214196,145.192875,59.9044167,0453-51915-0325,094046.29+595415.92,7,20.101,0.051,19.569,0.024,19.746,0.022,19.962,0.032,20.183,0.122,0.017,10.2,154.0,44.0,DAH,Sp,145.19287,59.90442
0.106597,100.3267792418976,37.2494260981204,943872565705138304,100.3267792419,37.24942609812,178.03307291907973,14.163812470860062,1.6080691735036763,,19.584455,0.057720184,,1.0276079059803653,-10.870983684218563,0.98862445,14.775458133730588,0,1,100.3267792419,37.24942609812,100.32675,37.2494444,2700-54417-0182,064118.42+371458.03,14,19.666,0.031,19.472,0.013,19.749,0.016,19.968,0.029,20.206,0.092,0.139,14.3,178.0,14.2,DA,Sp,100.32675,37.24944
0.101090,167.8718235711389,65.4923580735454,1055994160139516672,167.87182357114,65.49235807355,138.28128885569575,48.54939744329748,0.7459215213799569,,19.260714,-0.31508064,,13.536882055218419,-4.941500509268889,1.008328,15.054125000411513,0,1,167.87182357114,65.49235807355,167.8717917,65.4923333,7110-56746-0632,111129.23+652932.45,14,18.98,0.021,19.044,0.022,19.478,0.025,19.863,0.031,19.949,0.104,0.011,15.4,138.3,48.5,DA,Sp,167.87179,65.49233
0.191556,149.9650541646242,62.4406776721592,1051486544718923648,149.96505416462,62.44067767216,149.3299172773247,44.90304800327106,0.7581153618228182,,19.412968,-0.38390732,,-20.434191039693662,-11.843362817529384,1.0016176,16.27920554718408,0,1,149.96505416462,62.44067767216,149.9651667,62.4406667,5722-56008-0190,095951.64+622626.44,14,18.813,0.022,19.115,0.018,19.674,0.022,20.112,0.043,20.205,0.125,0.017,26.7,149.3,44.9,DA,Sp,149.96517,62.44067
0.196876,175.9697170983721,66.1231566950193,1056973962438877312,175.96971709837,66.12315669502,133.38832231101182,49.61102739775919,0.306145929240639,,18.556396,-0.46917725,,-4.531491317694557,-6.975328424527242,1.0314226,13.156498740545203,0,1,175.96971709837,66.12315669502,175.9697917,66.1231111,7114-56748-0998,114352.75+660723.20,23,18.113,0.018,18.315,0.024,18.799,0.019,19.138,0.022,19.468,0.079,0.01,13.9,133.4,49.6,sdB,Sp,175.96979,66.12311
0.280359,245.7087540548548,0.4421313799746,4407832924803651584,245.70875405485,0.44213137997,14.314471136623604,32.75029408653288,0.4808316704099089,5.351625253032971,16.94166,-0.27482414,0.001828833661128515,4.458674851366406,-12.001062417196682,1.0013716,12.478142269117024,1,0,245.70875405485,0.44213137997,245.7087083,0.4421944,0346-51693-0630,162250.09+002631.94,42,16.644,0.015,16.759,0.009,17.129,0.009,17.4,0.014,17.678,0.018,0.068,13.0,14.3,32.8,sdB,Sp,245.70871,0.44219
0.017514,159.4273714575772,64.0839953880633,1052433323014200064,159.42737145758,64.08399538806,143.72356482809508,47.28529360374533,0.16023438786704636,,17.28308,-0.39847565,,-2.3361813603431845,-9.777802680984827,1.0050284,12.294561365267722,0,1,159.42737145758,64.08399538806,159.427375,64.084,7097-56667-0776,103742.57+640502.40,43,16.852,0.015,17.034,0.018,17.496,0.014,17.849,0.017,18.153,0.03,0.009,11.7,143.7,47.3,sdB,Sp,159.42737,64.084
0.037686,175.7645870319433,67.0402118332497,1057835949490929664,175.76458703194,67.04021183325,132.9446419135736,48.737238448063906,1.0090399350740649,,19.735594,-0.345932,,1.5078940471669073,2.7254228918544774,0.9754878,12.202710535534333,0,1,175.76458703194,67.04021183325,175.7645833,67.0402222,2873-54505-0638,114303.50+670224.81,15,19.187,0.028,19.482,0.021,19.999,0.027,20.289,0.039,21.182,0.324,0.013,11.5,132.9,48.7,DA,Sp,175.76458,67.04022
0.124639,277.8818169456406,42.0389119785985,2111270034246759424,277.88181694564,42.0389119786,70.3756386594263,21.265781271382398,0.7103814821385394,6.804268309903852,17.54681,-0.18583679,0.14067258378975267,-0.6776388111607441,-15.070396529307587,1.014465,13.439626487455474,1,0,277.88181694564,42.0389119786,277.8818333,42.0389444,2798-54397-0340,183131.64+420220.28,42,16.868,0.015,16.915,0.009,17.222,0.01,17.493,0.012,17.738,0.022,0.049,14.4,70.4,21.3,DBH,Sp,277.88183,42.03894
0.102256,265.8658864443063,24.6883261511954,4581521947712063616,265.86588644431,24.6883261512,49.02243466365338,25.26416741647681,0.8007113076457635,,19.586166,-0.44686317,,-0.07113499898154593,-2.027091136609143,0.9189094,11.121868990359882,0,1,265.86588644431,24.6883261512,265.8659167,24.6883333,2194-53904-0249,174327.82+244118.02,12,19.023,0.017,19.827,0.018,19.827,0.018,20.247,0.032,20.467,0.128,0.067,4.1,49.0,25.3,DA,Sp,265.86592,24.68833
0.129990,191.6175523702541,-7.2684079388788,3675859515607921664,191.61755237025,-7.26840793888,300.7519810801835,55.582313926920236,0.2769480049957706,3.383494272212225,16.171503,0.1640377,-0.01685380256674618,-15.501139866404596,1.3423930902620045,0.989596,12.131433302209821,1,0,191.61755237025,-7.26840793888,191.6175833,-7.2683889,2689-54149-0501,124628.22-071606.23,56,17.316,0.015,16.159,0.021,16.261,0.01,16.417,0.014,16.563,0.018,0.023,14.5,300.8,55.6,sdA,Sp,191.61758,-7.26839
0.258304,195.1063813106161,0.7582896269954,3689536684343245312,195.10638131062,0.758289627,307.97977667637537,63.541916875566024,0.6203536610756148,4.658274644124731,15.695078,0.08798504,0.016594201117946294,2.011310194918055,-20.569346160861922,1.01328,12.271512231355228,1,0,195.10638131062,0.758289627,195.106375,0.7583611,0293-51689-0508,130025.53+004530.16,50,15.514,0.018,15.679,0.019,15.825,0.017,15.917,0.019,16.007,0.016,0.022,20.6,308.0,63.5,sdOB+MS,Sp,195.10637,0.75836
0.066318,2.1074574159798,-5.6895462005942,2443598587675069440,2.10745741598,-5.68954620059,95.49294494438928,-66.24286257863866,0.8313811719132412,,19.4532,-0.38619232,,8.167058954533344,-6.738820294107571,1.0017906,14.577335022656769,0,1,2.10745741598,-5.68954620059,2.1074583,-5.6895278,7035-56568-0241,000825.79-054122.36,14,18.894,0.022,19.198,0.028,19.745,0.021,20.075,0.027,20.081,0.115,0.03,15.6,95.5,-66.2,DAH:,Sp,2.10746,-5.68953
0.200216,9.2452725308677,-10.825384323025,2425386758109004800,9.24527253087,-10.82538432303,110.45520489844877,-73.34595732057251,0.0031103999022340997,,19.08581,-0.36945152,,2.983250258525066,-7.112488813142235,0.909993,13.521869929960637,0,1,9.24527253087,-10.82538432303,9.24525,-10.8253333,0655-52162-0298,003658.86-104931.20,12,18.592,0.02,18.93,0.022,19.342,0.017,19.672,0.027,19.757,0.111,0.026,10.1,110.5,-73.3,sdB,Sp,9.24525,-10.82533
0.116449,1.0459071624268,-5.4448102065254,2444407312837006848,1.04590716243,-5.44481020653,93.40741652451466,-65.5708740742483,2.545575038752406,,19.981577,0.059301376,,9.118187594736348,2.956234763752422,0.9536589,14.889637328915754,0,1,1.04590716243,-5.44481020653,1.045875,-5.4448056,2630-54327-0179,000411.01-052641.32,10,20.323,0.018,20.143,0.025,20.143,0.025,20.388,0.032,20.566,0.13,0.033,0.0,93.4,-65.6,DA,Sp,1.04587,-5.44481
0.468020,122.140750310735,18.0392651833111,668963357040208512,122.14075031074,18.03926518331,204.53808294913438,24.874835454855244,0.14199722770671094,,16.599606,-0.49952316,,6.870975411103703,-12.838755757910242,1.0490704,12.415670346521338,0,1,122.14075031074,18.03926518331,122.1407083,18.0393889,4493-55585-0560,080833.77+180221.83,65,15.951,0.016,16.404,0.017,16.874,0.017,17.213,0.017,17.573,0.021,0.03,62.6,204.5,24.9,He-sdO,Sp,122.14071,18.03939
0.138365,123.8037632859399,-7.3347583051417,3063005405166998656,123.80376328594,-7.33475830514,229.48337879991962,14.91098505690206,1.7052453669269525,,19.742388,-0.3100338,,-3.2836573222546663,-8.513623735393477,1.0159587,14.543533527640257,0,1,123.80376328594,-7.33475830514,123.80375,-7.3347222,2827-54422-0600,081512.90-072005.09,13,19.5,0.036,19.595,0.015,19.963,0.026,20.254,0.048,20.169,0.126,0.152,14.1,229.5,14.9,DA,Sp,123.80375,-7.33472
0.154156,122.6871364697672,-6.7220968783407,3064037640429748224,122.68713646977,-6.72209687834,228.35721957123155,14.26618260581217,0.5706612802601039,,19.58162,-0.19457245,,4.222872630184069,-5.336621162258559,1.1301904,13.745857234887161,0,1,122.68713646977,-6.72209687834,122.687125,-6.7220556,2827-54422-0453,081044.91-064319.45,15,19.156,0.553,20.004,1.327,20.004,1.327,20.351,1.981,20.648,1.124,0.061,0.0,228.4,14.3,DA,Sp,122.68712,-6.72206
0.110518,119.5367245347293,10.729323389166,3147451888206160896,119.53672453473,10.72932338917,210.6734939482355,19.62325963720184,0.47855903670786093,5.359846445981809,16.960169,0.17070389,0.009413342319360751,-2.738513703578356,0.3146388058608435,0.9833306,9.161982051787714,1,0,119.53672453473,10.72932338917,119.53675,10.7293056,2418-53794-0278,075808.82+104345.58,36,17.039,0.015,16.956,0.01,17.074,0.015,17.188,0.011,17.277,0.017,0.018,3.8,210.7,19.6,CV-H,Sp,119.53675,10.72931
0.184800,171.6673416555553,0.3963770820274,3798252060475385344,171.66734165556,0.39637708203,262.14491947938774,56.401515906665914,1.2971578340934586,,19.043518,-0.36279488,,19.150826228218754,-5.716886654853625,1.0780631,15.547138577382736,0,1,171.66734165556,0.39637708203,171.6672917,0.3963889,3839-55575-0890,112640.15+002347.07,20,18.585,0.023,18.83,0.018,19.276,0.018,19.588,0.022,19.716,0.076,0.029,16.6,262.1,56.4,DA,Sp,171.66729,0.39639
0.139887,247.3989245024892,52.9314669110626,1425053900952815104,247.39892450249,52.93146691106,81.21299529264485,42.458680825299254,0.39885407894552843,3.673959639035644,15.669889,-0.30269623,0.00853027670744022,-3.060291192417189,-20.736874057849153,1.1120269,12.2769982228802,1,0,247.39892450249,52.93146691106,247.3989583,52.9315,6313-56460-0904,162935.75+525553.43,55,15.338,0.015,15.469,0.017,15.877,0.012,16.163,0.018,16.441,0.014,0.025,19.7,81.2,42.5,sdB,Sp,247.39896,52.9315
0.051748,123.9420405698496,-7.1134032305758,3063387554177735552,123.94204056985,-7.11340323058,229.35865310975626,15.141864895230393,0.3409900597677238,,20.12245,-0.25128174,,-3.8583224629726454,2.0582734332549872,0.96273977,13.326348043923037,0,1,123.94204056985,-7.11340323058,123.9420417,-7.1133889,2827-54422-0629,081546.09-070648.28,10,19.706,0.017,20.392,0.03,20.392,0.03,20.732,0.059,21.53,0.456,0.107,0.0,229.4,15.1,DA,Sp,123.94204,-7.11339
0.256449,174.2346376917751,0.9765182890604,3798916887052831744,174.23463769178,0.97651828906,265.47991004759155,58.32366902278841,0.6166541309149699,,19.039068,-0.5124645,,-12.877978245933091,-4.778718194403096,1.0201728,14.728374165337513,0,1,174.23463769178,0.97651828906,174.2347083,0.9765278,2877-54523-0532,113656.33+005835.50,22,18.661,0.048,18.858,0.021,19.277,0.018,19.571,0.025,19.813,0.081,0.02,16.4,265.5,58.3,DA,Sp,174.23471,0.97653
0.056623,127.773712106341,-5.3237374651504,3065348743618639488,127.77371210634,-5.32373746515,229.80141099733328,19.329028002044957,1.5303478251365643,,19.466455,-0.31927872,,-2.8779399129225713,-1.023591909819255,1.0277992,11.891191943090654,0,1,127.77371210634,-5.32373746515,127.7737083,-5.3237222,2828-54438-0132,083105.69-051925.43,16,19.34,0.031,19.285,0.015,19.68,0.019,19.999,0.03,20.326,0.148,0.041,16.2,229.8,19.3,DA,Sp,127.77371,-5.32372
0.205873,172.2301508781291,-6.1677744630148,3785444605437486208,172.23015087813,-6.16777446301,268.9616950191601,51.17908042503438,0.23131053514249417,,19.751299,-0.35130692,,-2.3317246443105355,-1.9218103345864266,1.0231265,12.152510840741982,0,1,172.23015087813,-6.16777446301,172.2302083,-6.1677778,2876-54581-0455,112855.25-061004.04,12,19.029,0.023,19.565,0.024,20.063,0.019,20.454,0.032,20.628,0.093,0.032,13.0,269.0,51.2,He-sdO,Sp,172.23021,-6.16778
0.205698,157.6286941872368,-3.0630125945855,3781248078792554496,157.62869418724,-3.06301259459,248.99465598939733,44.55308285795274,1.1185570307798487,,19.40911,-0.3260994,,-16.790618627228596,10.421674042184655,0.8848596,15.888262237333187,0,1,157.62869418724,-3.06301259459,157.62875,-3.063,3785-55273-0327,103030.90-030346.83,21,19.074,0.025,19.21,0.022,19.623,0.022,19.912,0.031,20.288,0.109,0.038,20.4,249.0,44.6,DA,Sp,157.62875,-3.063
0.092461,127.5909742980837,-3.9682763086429,3065789299888029568,127.59097429808,-3.96827630864,228.46818897611556,19.870322944216312,1.7143106870961138,,19.485998,-0.32665634,,-9.621481772852448,6.916179544554352,1.0284399,14.854465893888776,0,1,127.59097429808,-3.96827630864,127.591,-3.9682778,2828-54438-0463,083021.84-035805.87,18,19.321,0.028,19.316,0.014,19.649,0.017,19.89,0.03,20.13,0.124,0.031,12.6,228.5,19.9,DB,Sp,127.591,-3.96828
0.251626,165.759806678179,-1.0608204051951,3803624106785054848,165.75980667818,-1.0608204052,255.770432108954,51.600911653924214,0.35475582484570833,,16.438702,-0.09847832,,-16.473186546040683,-12.24536479704372,0.9794439,13.000218513047049,0,1,165.75980667818,-1.0608204052,165.759875,-1.0608056,3773-55240-0550,110302.37-010338.91,67,16.329,0.016,16.402,0.03,16.638,0.015,16.825,0.015,16.954,0.016,0.038,22.4,255.8,51.6,sdB,Sp,165.75987,-1.06081
0.014156,106.029671494782,40.3283070496404,947812871781366912,106.02967149478,40.32830704964,176.74930450872264,19.427805053326733,0.7939613297708255,,19.313835,-0.42782784,,-2.44146001767128,-2.5413492040285828,1.0276505,12.049067633993808,0,1,106.02967149478,40.32830704964,106.0296667,40.3283056,2943-54502-0327,070407.12+401941.92,18,18.775,0.022,19.561,0.015,19.561,0.015,19.884,0.023,20.169,0.076,0.07,6.9,176.7,19.4,DA,Sp,106.02967,40.32831
