angDist,_RAJ2000,_DEJ2000,GaiaEDR3,RA_ICRS,DE_ICRS,GLON,GLAT,Plx,GMAG,Gmag,BP-RP,E(BP/RP)c,pmRA,pmDE,RUWE,Rpm,f_Plx,f_pm,_RA.icrs,_DE.icrs,_RAJ2000,_DEJ2000,recno,SDSS,RAJ2000,DEJ2000,Plate,MJD,Fiber,Class,QSO,z,r_z,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,Extu,Extg,Extr,Exti,Extz,FFUV,FNUV,FY,FJ,FH,FK,FW1,fracW1,FW2,fracW2,2RXS,Gaia,Sp,Simbad
2.698799,325.881613430251,0.6196033885758,2693249402910488192,325.88161343025,0.61960338858,56.61927947748646,-37.03159585451344,-0.08135746307987218,,20.018326,0.050153732,,-1.7918804608059515,3.834952262190597,1.0625709,13.151531088146651,0,1,325.88161343025,0.61960338858,325.88110889,0.61904889,661210,214331.46+003708.5,325.881109,0.619049,9164,58045,412,0,1,1.220727,PIPE,21.7985,22.0362,21.8416,21.7861,21.6279,0.341975,0.428414,0.305996,0.225862,0.37678,0.297746,0.232001,0.160498,0.119267,0.088713,14.441,11.4906,,,,,150.375,0.846942,195.236,0.854328,,,Sp,Simbad
